8	-0.41366588	-0.34416195	-0.18699477	0.063603928	0.3446818	0.5920047	0.840467	0.92969694	1.0996825	1.2481261	1.3553017	1.3985992	1.3935787	1.2839462	1.1608189	1.0612986	0.94297818	0.80236803	0.6384	0.40329014	0.15229977	-0.10246489	-0.35003703	-0.41405755	-0.45660734	-0.28099598	-0.075119077	0.17494552	0.43216703	0.5827114	0.83793894	1.1065901	1.3912643	1.4095304	1.3410947	1.279531	1.30912	1.2843735	1.3425546	1.3718587	1.4420036	1.4047235	1.2946282	1.0285406	0.77185324	0.51520143	0.25135711	0.039462707	-0.20255482	-0.42278115	-1.1024384	-1.1024384.1	-1.1024384.2	-1.1024384.3	-1.1024384.4	-1.1024384.5	-1.1024384.6	-1.1024384.7	-1.1024384.8	-1.1024384.9	-1.1024384.10	-1.1024384.11	-1.1024384.12	-1.1024384.13	-1.1024384.14	-1.1024384.15	-1.1024384.16	-1.1024384.17	-1.1024384.18	-1.1024384.19	-1.1024384.20	-1.1024384.21	-1.1024384.22	-1.1024384.23	-1.1024384.24	-1.1024384.25	-1.1024384.26	-1.1024384.27	-1.1024384.28	-1.1024384.29
5	-0.88673744	-0.9625302	-0.73897686	-0.45287095	-0.12174838	0.15088196	0.45893717	0.77993835	1.0461545	1.3329666	1.4345924	1.4813745	1.4493626	1.3362619	1.1190639	0.92787546	0.68972848	0.39938571	0.10645374	-0.11456925	-0.31052414	-0.55414373	-0.73827072	-0.95340918	-0.92010273	-0.87302648	-0.63446758	-0.30764072	0.039782006	0.36190125	0.72327031	1.1101782	1.4775495	1.6933353	1.5678182	1.5195062	1.4671339	1.5095025	1.5941809	1.6096573	1.8202646	1.769893	1.3665084	0.99578295	0.67648829	0.33748044	-0.043896029	-0.40738352	-0.65429845	-0.86631812	-0.036775746	-0.16935423	-0.40061631	-0.62005048	-0.76469226	-0.98742177	-1.2236269	-1.4776621	-1.4963808	-1.3607953	-1.1531302	-0.97812421	-0.75557124	-0.50494905	-0.30905301	-0.16146896	-0.169825	-0.27050933	-0.54996572	-0.89256312	-1.1470691	-1.3583238	-1.4472332	-1.4237892	-1.2719977	-1.0252005	-0.8269506	-0.59121628	-0.31611444	-0.12186607
3	-0.72931765	-0.53398634	-0.32854172	-0.011706244	0.28121848	0.53744635	0.85218693	1.2263793	1.1865762	1.2469671	1.3700605	1.4137644	1.4307404	1.3461498	1.3922376	1.156742	1.015878	0.93489934	0.7812493	0.56699166	0.55211065	0.20320154	0.056486344	-0.30123579	-0.591271	-0.62392254	-0.57285033	-0.30007998	-0.043201973	0.19604999	0.22140549	0.5503047	0.90448718	1.2601144	1.4859301	1.3824854	1.4390477	1.2926215	1.3462942	1.3894925	1.4490888	1.5154754	1.4074798	0.99124491	0.8437351	0.46369145	0.13226391	-0.23325992	-0.48876541	-0.76153576	-0.51289287	-0.65939135	-0.63981488	-0.76449751	-0.97124241	-1.2358788	-1.4127677	-1.4387084	-1.4697851	-1.3833308	-1.2277376	-1.0428302	-0.84489831	-0.64046502	-0.60470725	-0.76579779	-0.83767452	-0.88715748	-1.0045441	-1.2029383	-1.2821833	-1.4200204	-1.395185	-1.369071	-1.2562643	-1.1356342	-0.94335858	-0.83305129	-0.62399478	-0.49700053
8	-0.50461742	-0.46556161	-0.27415722	-0.038221913	0.21815382	0.44656436	0.67011749	0.90846747	1.1287636	1.2758898	1.4282945	1.4665922	1.3906987	1.2554493	1.1062174	0.88440504	0.65366407	0.63033166	0.42390581	0.15899451	-0.13545433	-0.39174583	-0.49349873	-0.48774284	-0.32012011	-0.12498142	0.10679842	0.35067967	0.59602095	0.786583	1.0197948	1.241551	1.3938995	1.4172881	1.3906987	1.4271433	1.4553893	1.4519077	1.4302318	1.413638	1.4652164	1.3671697	1.2123223	1.0021902	0.77406043	0.56089598	0.29994361	0.034695378	-0.21668256	-0.4286116	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744	-1.0787744
5	-0.71843027	-0.63345912	-0.43135849	-0.14303175	0.10074396	0.08249477	0.41720269	0.75191061	1.0507476	1.1712759	1.3217664	1.4984018	1.5116312	1.5104285	1.4010379	1.2731367	1.0534667	0.92279414	0.71509849	0.50060515	0.39351534	0.03705481	-0.29686876	-0.62890989	-0.77061563	-0.85621427	-0.73343749	-0.51198958	-0.23365022	0.078311574	0.40894088	0.75567548	0.96305739	1.2124281	1.4624263	1.4483603	1.4923362	1.4071036	1.4091952	1.4638382	1.4048028	1.323492	1.3755205	1.1769233	0.82961346	0.53386155	0.16019762	-0.19160911	-0.43245658	-0.61489619	-0.44165961	-0.56140358	-0.76627557	-0.95817966	-1.1279651	-1.4050495	-1.5978059	-1.6345344	-1.4844884	-1.2422709	-1.0563802	-0.79482588	-0.5618219	-0.26685433	-0.029928606	0.092900468	-0.076362074	-0.29373136	-0.50592395	-0.8196636	-1.022444	-1.2708212	-1.4977596	-1.5780508	-1.567598	-1.4075071	-1.211995	-1.0082211	-0.81302278	-0.51282622
8	-0.37589394	-0.37374075	-0.19407802	0.034333079	0.23816903	0.45127808	0.68692392	0.93764213	1.1665126	1.2612532	1.3763201	1.3864544	1.3011591	1.1881307	1.0663746	0.93195769	0.80916807	0.60335118	0.49787325	0.23615938	-0.010797922	-0.26688478	-0.39001891	-0.43331252	-0.32114533	-0.12408477	0.083626928	0.32458399	0.56755069	0.8111203	1.0546899	1.3057526	1.3771813	1.3530368	1.2804597	1.2776462	1.3105471	1.3350074	1.3669895	1.3482711	1.3642909	1.3764349	1.3115232	1.1431145	0.88028097	0.63335238	0.39647204	0.14081583	-0.10404569	-0.30314461	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221	-1.1106221
6	-0.95639787	-0.99586212	-0.71986479	-0.44205833	-0.1362314	0.19092642	0.53167373	0.79037916	0.96422383	1.1813193	1.3498628	1.4421704	1.4739354	1.4220176	1.2693776	1.1477032	0.95463123	0.78798102	0.48160714	0.31966907	0.060248409	-0.27582883	-0.60222934	-0.89652833	-1.1059245	-1.0458025	-0.79113605	-0.47542203	-0.12159008	0.24406432	0.58325494	0.90157748	1.2108544	1.5394006	1.565065	1.5186587	1.613659	1.4826444	1.4252151	1.3647986	1.51361	1.7250256	1.5443231	1.1849375	0.82559407	0.42291564	0.028946272	-0.33876969	-0.6688726	-0.94579553	-0.13930271	-0.18932723	-0.43700959	-0.72503974	-0.85062694	-0.87511329	-0.99026645	-1.2215404	-1.4157062	-1.5123221	-1.3258809	-1.083079	-0.8146968	-0.62271878	-0.30405966	-0.12962598	-0.1569312	-0.32892466	-0.57568143	-0.8133084	-1.087749	-1.3382503	-1.3997607	-1.4337555	-1.2988702	-1.0752534	-1.0234198	-0.72457694	-0.46246362	-0.18869614
8	-0.45421067	-0.35573027	-0.19657893	-0.042192763	0.19504514	0.44280614	0.6910777	0.89161237	1.0654847	1.2573399	1.3908501	1.4372255	1.3846383	1.2571698	1.1512296	1.0039061	0.86761628	0.64864491	0.4077764	0.30501301	0.080624083	-0.1412688	-0.35655284	-0.4533881	-0.38746978	-0.22216341	0.001629876	0.24672465	0.49428711	0.73807713	0.95948782	1.1945417	1.3865955	1.4027914	1.3679886	1.3351712	1.3581462	1.4099675	1.4343891	1.4360909	1.4621292	1.3872195	1.2728268	1.0193362	0.79191232	0.52398439	0.29437645	0.055550159	-0.20035136	-0.38415117	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409	-1.0952409
8	-0.4135583	-0.32099868	-0.19760385	0.028205978	0.25811997	0.46108691	0.71195371	0.90309419	1.0887264	1.2192226	1.332168	1.3391882	1.2959055	1.1677855	1.0570812	0.93344338	0.80394631	0.53336873	0.30769391	0.11992856	0.079480983	-0.17948614	-0.33196111	-0.41482735	-0.35337294	-0.14076663	0.071515672	0.30110565	0.53409776	0.76557781	0.98450237	1.2165764	1.384469	1.5062978	1.4635551	1.3687004	1.3192615	1.3059499	1.3813099	1.4067989	1.4404422	1.5079448	1.3530398	1.102335	0.83788664	0.58815387	0.34803348	0.12808288	-0.11994882	-0.32051266	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334	-1.1054334
5	-0.9432539	-0.86850827	-0.66936967	-0.4199796	-0.09990795	0.17134014	0.47740727	0.84383109	1.0518118	1.332506	1.5134662	1.5416949	1.6684494	1.5540518	1.4604688	1.2021268	0.94389467	0.57549375	0.26415432	0.035688634	-0.21474491	-0.41432287	-0.70742898	-0.87465927	-1.0214595	-0.9150252	-0.64707229	-0.35907372	-0.08332222	0.3309366	0.67594176	1.0717476	1.4179061	1.356451	1.275115	1.2734125	1.5428482	1.6119371	1.6136396	1.4683772	1.4057688	1.474693	1.4042311	1.0397844	0.72070127	0.35823166	0.033711527	-0.32008078	-0.61104501	-0.85175778	-0.35149481	-0.38450151	-0.58649593	-0.90091086	-1.0779168	-1.3390817	-1.4328899	-1.451969	-1.3735602	-1.1705663	-0.98021481	-0.72159824	-0.4493616	-0.23852511	-0.073985882	0.042059312	-0.044933394	-0.3249137	-0.55079817	-0.73977664	-0.99866781	-1.213129	-1.3291522	-1.4243609	-1.4088022	-1.2492112	-1.0044893	-0.82665951	-0.61944772	-0.46545305
4	-0.7529502	-0.68152381	-0.43320815	-0.19654537	0.1153163	0.44251956	0.70483547	0.95834884	1.0120025	1.296702	1.2558749	1.2951091	1.3714817	1.2998038	1.1241721	0.98718766	0.88750929	0.82857414	0.62527721	0.53825775	0.26747462	-0.098459845	-0.50882622	-0.5482281	-0.5122634	-0.66324805	-0.69342821	-0.46892134	-0.15965851	0.20518612	0.43363318	0.79235795	1.1544361	1.4815555	1.4331834	1.3096124	1.2324853	1.2869773	1.3112891	1.298714	1.2424615	1.3601642	1.4190155	1.5238077	1.2061615	0.76435746	0.37654238	0.00021251864	-0.32179305	-0.63809791	-0.25908538	-0.1760061	-0.40562683	-0.61353462	-0.79109457	-1.1293639	-1.4806274	-1.745559	-1.7959263	-1.5785788	-1.283115	-0.95834297	-0.62560668	-0.46447815	-0.1703054	-0.056878288	-0.24198328	-0.49977217	-0.74238714	-0.96211549	-1.2567912	-1.3965422	-1.5732554	-1.7190088	-1.5854029	-1.4791184	-1.1563584	-0.89907248	-0.71497349	-0.40453699
8	-0.49892735	-0.44755311	-0.31115435	-0.062325167	0.1959652	0.43662623	0.63304045	0.83106307	1.0293695	1.242057	1.3974727	1.4267078	1.445031	1.3339251	1.2018785	1.0155562	0.82333643	0.6403571	0.44227141	0.17672746	-0.094020139	-0.34682302	-0.51866969	-0.51611517	-0.36584001	-0.14362829	0.032444377	0.28174662	0.53262573	0.75937882	1.0055589	1.2713236	1.4337091	1.4589389	1.3938144	1.377415	1.3953597	1.4465447	1.4009418	1.3889892	1.4111599	1.3683323	1.2326273	1.0456428	0.79205145	0.56466761	0.30435886	0.048370707	-0.1969263	-0.3910383	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789	-1.0774789
8	-0.46123416	-0.43665915	-0.22934426	0.023007529	0.26132633	0.5213859	0.74857509	1.0135082	1.2901239	1.446526	1.5763138	1.6870569	1.6337938	1.540229	1.3903249	1.1728482	0.98215863	0.77090344	0.56922248	0.34362323	0.24356044	0.059852757	-0.22243146	-0.44073771	-0.4486183	-0.34005276	-0.17317776	0.058193685	0.29575208	0.53680144	0.77999377	1.0246032	1.1879181	1.2488199	1.2661365	1.1324083	1.127362	1.1586424	1.2247634	1.2267335	1.21671	1.2933729	1.2178506	1.0698475	0.81341716	0.56469459	0.31614484	0.087296575	-0.15205915	-0.3581643	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108	-1.0953108
8	-0.38291527	-0.33870878	-0.18254701	0.041007825	0.26401291	0.37570948	0.60974194	0.81673955	1.0747024	1.2000781	1.3171104	1.3578244	1.3547846	1.2838343	1.2073865	1.091777	0.99505308	0.84904554	0.67060267	0.48177919	0.21107507	-0.047178786	-0.2757784	-0.3932312	-0.37984313	-0.21540275	-0.032497187	0.2125303	0.43210752	0.68156536	0.91045602	1.1617248	1.3562398	1.3706304	1.2810532	1.2577373	1.2352298	1.3119363	1.346603	1.3121627	1.3374189	1.3351552	1.3147498	1.1600109	0.91417493	0.63978424	0.38214481	0.10151283	-0.14752461	-0.3109625	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534	-1.1183534
4	-0.86534233	-0.95317414	-0.70288968	-0.41146421	-0.090479961	0.23647637	0.54829136	0.81510462	1.0776952	1.1534019	1.3306942	1.4459735	1.4705857	1.351506	1.1343395	1.0012646	0.81902568	0.60565953	0.33607137	-0.0069914815	-0.37454589	-0.6761058	-0.98056126	-1.0093962	-0.82957017	-0.63574901	-0.36006812	-0.083060104	0.2521003	0.55004076	0.85431525	1.1948445	1.438614	1.4550824	1.4733606	1.3954823	1.5029797	1.4246791	1.5325385	1.4939311	1.5102186	1.5595033	1.48627	1.1400703	0.79960134	0.48157297	0.10852907	-0.19658996	-0.49211746	-0.77425302	-0.4357748	-0.13518008	-0.13976471	-0.37985441	-0.54906336	-0.71597999	-0.96463571	-1.1978243	-1.4717136	-1.6039982	-1.4610242	-1.2116144	-0.99612486	-0.77521821	-0.52794994	-0.28013876	-0.12383916	-0.16009391	-0.39831357	-0.59412542	-0.78100932	-0.95962882	-1.1905191	-1.4793748	-1.5780649	-1.5068403	-1.3354114	-1.0628433	-0.84567669	-0.6758645
