8	-0.50174995	-0.44070091	-0.26005579	-0.035857824	0.25335666	0.51601409	0.7588699	0.96189014	1.1441794	1.3768664	1.4708705	1.4737299	1.5105452	1.5005371	1.4034949	1.1897518	0.90845436	0.71501324	0.4461544	0.17125499	-0.081644607	-0.32442893	-0.45655293	-0.48302062	-0.41149888	-0.26357647	-0.085165292	0.11665756	0.34378645	0.57770651	0.80247636	1.0421332	1.2832197	1.4651516	1.417256	1.3809768	1.4238684	1.4378082	1.3833001	1.3561354	1.4528202	1.3484507	1.1607999	0.93722747	0.67365859	0.4355566	0.18446203	-0.060020092	-0.2710825	-0.4123031	-1.0645592	-1.0645592.1	-1.0645592.2	-1.0645592.3	-1.0645592.4	-1.0645592.5	-1.0645592.6	-1.0645592.7	-1.0645592.8	-1.0645592.9	-1.0645592.10	-1.0645592.11	-1.0645592.12	-1.0645592.13	-1.0645592.14	-1.0645592.15	-1.0645592.16	-1.0645592.17	-1.0645592.18	-1.0645592.19	-1.0645592.20	-1.0645592.21	-1.0645592.22	-1.0645592.23	-1.0645592.24	-1.0645592.25	-1.0645592.26	-1.0645592.27	-1.0645592.28	-1.0645592.29
3	-0.53975944	-0.52062697	-0.35581444	-0.2432843	0.039134338	0.25146567	0.45637829	0.71490087	0.98759709	1.1775552	1.2946146	1.353691	1.4108151	1.3380336	1.2450654	1.0757236	0.85675444	0.61880903	0.40425208	0.16880561	-0.10845898	-0.33879045	-0.4314072	-0.45764602	-0.31274687	-0.11177787	0.11183771	0.36434723	0.63470069	0.91380043	1.20805	1.4168672	1.4852755	1.4227631	1.3935958	1.3368622	1.2853998	1.2776297	1.4194442	1.4964817	1.467783	1.4676268	1.2818076	0.97443864	0.71669698	0.41881619	0.16665809	-0.098697514	-0.25160106	-0.42984537	-0.62390325	-0.62398134	-0.73842473	-0.93267783	-1.0875337	-1.1939727	-1.2881395	-1.3562941	-1.4195015	-1.348356	-1.2246666	-1.1336859	-0.98386694	-0.8769594	-0.72237688	-0.6488145	-0.76817766	-0.88617422	-0.95950233	-1.114202	-1.2195867	-1.3436705	-1.3928097	-1.4115283	-1.3280678	-1.2001419	-1.107408	-0.96532016	-0.8548985	-0.69937888
3	-0.80766006	-0.80135078	-0.69560723	-0.3927978	-0.045571034	0.26809036	0.48704043	0.84980605	1.1699209	1.3352241	1.3906016	1.4087723	1.4393813	1.5517947	1.4530454	1.2857593	1.0899553	0.75275129	0.39319438	0.093233145	-0.24123085	-0.49720739	-0.72477413	-0.84338861	-0.73555399	-0.52947485	-0.28622503	-0.03969439	0.22911703	0.52442743	0.82460498	1.1340121	1.4287457	1.5598706	1.5432501	1.3239395	1.2911673	1.4103226	1.4224364	1.483366	1.6011873	1.5754815	1.3171615	0.98085883	0.63431707	0.29484171	-0.00068500764	-0.31668985	-0.59011605	-0.72394491	-0.40840876	-0.49937057	-0.66124869	-0.84558785	-1.0261054	-1.2600175	-1.4064649	-1.4212827	-1.3673113	-1.2109132	-0.94505817	-0.77290493	-0.57774986	-0.36903885	-0.23557052	-0.41442962	-0.54782585	-0.74723517	-0.94527449	-1.1624219	-1.214807	-1.1366079	-1.2472547	-1.280784	-1.304579	-1.1271981	-1.0262135	-0.87980218	-0.68316893	-0.55107062
3	-0.63646079	-0.61393629	-0.4413175	-0.16584788	0.092562739	0.38724442	0.66610928	0.94348354	1.1324988	1.2023082	1.2931929	1.2906672	1.2833384	1.2219757	1.0868288	0.86638682	0.70296001	0.35461703	0.041717002	-0.22874257	-0.502763	-0.68300037	-0.6817168	-0.54035903	-0.32865361	-0.098605639	0.18220526	0.47353312	0.77239674	1.0568513	1.3744301	1.5541706	1.6054718	1.4780677	1.3306647	1.2237148	1.2864024	1.2607725	1.2818892	1.4393123	1.6323439	1.6624456	1.3925243	1.0671198	0.74598014	0.46367865	0.15359418	-0.12771358	-0.38107275	-0.54814323	-0.76663912	-0.67649973	-0.54151838	-0.73525389	-0.82820884	-0.9609129	-1.1245053	-1.2843713	-1.3899176	-1.372871	-1.306813	-1.1605694	-1.1030988	-0.96654402	-0.82141837	-0.7376554	-0.71711836	-0.63203042	-0.7454396	-0.89901194	-1.0445102	-1.2105456	-1.30702	-1.3984471	-1.3760261	-1.255429	-1.1460361	-0.97350012	-0.8256003	-0.71761522
4	-0.78752559	-0.72126207	-0.52368794	-0.25133547	0.058178087	0.39609464	0.60288302	0.89290373	1.2312764	1.3930579	1.4012686	1.4459714	1.4985808	1.5779511	1.4526616	1.2302425	0.92410445	0.71062585	0.38137617	0.056079794	-0.27818755	-0.57508093	-0.8084173	-0.84475731	-0.75781496	-0.56255199	-0.34055857	-0.077450765	0.16114654	0.44870403	0.75967727	1.0219336	1.3291968	1.3900169	1.3386239	1.3340624	1.3669053	1.3915374	1.4237721	1.5219966	1.571565	1.5417631	1.3367993	1.0226939	0.67261328	0.36458982	0.077153963	-0.22898408	-0.49221353	-0.70928051	-0.2529472	-0.44100299	-0.56857318	-0.74711062	-0.91987015	-1.1346868	-1.2917547	-1.4732663	-1.5248874	-1.3754128	-1.1924051	-0.94879012	-0.75678102	-0.60257162	-0.43823568	-0.30361036	-0.36932649	-0.51778838	-0.67154163	-0.9142747	-1.1525071	-1.313802	-1.4372669	-1.4670839	-1.3666851	-1.2523737	-1.085757	-0.8589284	-0.59569895	-0.39395863
8	-0.49532979	-0.43653716	-0.28460485	-0.060164195	0.20517316	0.48769368	0.73804393	1.028058	1.223006	1.4314386	1.4331723	1.4027358	1.4632236	1.564743	1.4553255	1.2430402	1.0848857	0.86373917	0.66241488	0.44710519	0.19679348	-0.082760443	-0.31063002	-0.47021	-0.43301192	-0.30743226	-0.14588739	0.068805864	0.28640792	0.52502661	0.7924637	1.0245905	1.2476635	1.3715287	1.2719357	1.2461224	1.2917772	1.3453301	1.3216359	1.2650008	1.3016017	1.3694097	1.1966148	0.95524145	0.70884025	0.44995621	0.21686619	-0.025971237	-0.23947014	-0.40407793	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441	-1.0830441
8	-0.41895764	-0.39807196	-0.23712395	-0.13932766	0.058976405	0.31070385	0.55821751	0.82588403	1.0951994	1.3251251	1.4563019	1.4000571	1.3694614	1.4064694	1.4861647	1.3866829	1.184788	0.8962358	0.64811755	0.40247261	0.15162456	-0.10035937	-0.31038873	-0.41516524	-0.39649637	-0.30403142	-0.13612152	0.074512422	0.31696955	0.54658382	0.80334948	1.0406035	1.2701628	1.378805	1.3386825	1.2983768	1.3712935	1.3538888	1.3366672	1.3333695	1.3163312	1.4099503	1.2441473	0.9979161	0.76029565	0.51695913	0.26422404	0.0205211	-0.18065933	-0.33722866	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072	-1.086072
6	-0.71838071	-0.67809321	-0.47882003	-0.25304923	-0.02103279	0.25090013	0.50947602	0.83554817	1.1299592	1.3728592	1.3564721	1.3327881	1.3564721	1.447374	1.4594325	1.3229249	1.0901355	0.86043799	0.56380076	0.2299061	-0.12578648	-0.41218951	-0.60775241	-0.69723209	-0.73353104	-0.56737215	-0.36785161	-0.12782714	0.16052379	0.43972268	0.72699143	1.0510538	1.3413217	1.6267044	1.6607154	1.5324014	1.4427362	1.252646	1.3050537	1.2982825	1.3697673	1.5472425	1.390483	1.0225465	0.70095761	0.37522557	0.051070401	-0.178287	-0.43247239	-0.6418561	-0.32926465	-0.38272367	-0.57238103	-0.72719264	-0.94031755	-1.1854127	-1.3477686	-1.5238587	-1.4824983	-1.3199724	-1.1576474	-0.96205363	-0.8002234	-0.73888003	-0.57871943	-0.41367362	-0.39233949	-0.54984105	-0.76590327	-0.95104646	-1.1951522	-1.3222913	-1.3973009	-1.420954	-1.3239609	-1.2180323	-1.1090118	-0.98323317	-0.74024047	-0.5405035
3	-0.66060371	-0.63971149	-0.49740924	-0.25189116	0.049939046	0.3515963	0.60835605	0.84685242	1.1281709	1.3832357	1.4450822	1.4995957	1.5208338	1.4161998	1.3294833	1.1410037	0.81869635	0.61316403	0.33782958	0.037037067	-0.23625659	-0.49509173	-0.61186674	-0.66292122	-0.51394314	-0.33390347	-0.1153308	0.13025646	0.40825432	0.67041007	0.96660215	1.2380625	1.4308658	1.4721314	1.4568082	1.4963788	1.4774928	1.4638991	1.4899106	1.5630679	1.5344967	1.405304	1.216859	0.89296056	0.61786824	0.31679901	0.044024197	-0.18361098	-0.40661113	-0.60768138	-0.63099488	-0.69380987	-0.79114544	-0.91798607	-1.0494963	-1.2061672	-1.3141149	-1.3710669	-1.3107908	-1.1715982	-1.0448613	-0.87986816	-0.78626829	-0.69239169	-0.62601395	-0.72684309	-0.8260465	-0.91321269	-1.000033	-1.1065694	-1.1641268	-1.2101969	-1.2334619	-1.2755196	-1.1920753	-1.0986484	-1.0169474	-0.89287391	-0.79671439	-0.66285204
4	-0.70554052	-0.71178281	-0.6393277	-0.35963858	-0.053122499	0.27903155	0.59592667	0.830706	1.0561219	1.3456946	1.4861461	1.3816126	1.3578324	1.4244663	1.5711105	1.4551824	1.2736111	0.90576207	0.59203763	0.2705351	-0.077175119	-0.39449135	-0.65129208	-0.7971436	-0.68847332	-0.56858178	-0.36513774	-0.11529765	0.1623107	0.47400392	0.78983389	1.1227558	1.2371978	1.3734381	1.5176052	1.4078698	1.2916939	1.3365294	1.3219145	1.4306591	1.435861	1.3424744	1.1549581	0.86389911	0.55312242	0.31289347	0.022230817	-0.23511488	-0.49959461	-0.63972403	-0.131052	-0.033528655	-0.12213444	-0.37100846	-0.56731846	-0.7732396	-0.9760396	-1.1987059	-1.447035	-1.7194793	-1.5510458	-1.3398757	-1.1283563	-0.91678742	-0.73328402	-0.52515826	-0.48725866	-0.61185668	-0.78827559	-1.0602609	-1.2849337	-1.4721032	-1.5671668	-1.4928167	-1.3302646	-1.1480988	-0.96177152	-0.80162715	-0.60368226	-0.33142444
5	-0.782622	-0.72335987	-0.5575447	-0.32543471	-0.067100604	0.24243148	0.56765427	0.88618819	1.2084416	1.4840605	1.4518664	1.3621293	1.294428	1.3928856	1.5215682	1.5781423	1.4996887	1.2173497	1.0254354	0.73275054	0.38264766	0.053236517	-0.25967125	-0.56873449	-0.71451431	-0.81547247	-0.67281828	-0.44702208	-0.19206367	0.073959507	0.36630057	0.66236114	0.97461253	1.2425111	1.2516692	1.2493875	1.2790186	1.3758509	1.4007935	1.2959595	1.2239135	1.300898	1.4062008	1.1544931	0.8177992	0.49732738	0.14981878	-0.15802546	-0.45311708	-0.66994269	-0.27220507	-0.37119407	-0.49312527	-0.63668589	-0.80559545	-1.0238589	-1.2003012	-1.3970602	-1.6169052	-1.5594591	-1.3622406	-1.1817974	-0.98488213	-0.8041264	-0.65062624	-0.49031219	-0.34793931	-0.50947236	-0.66609816	-0.91614932	-1.1339751	-1.2722847	-1.4103129	-1.4145107	-1.3593963	-1.1999261	-1.0698058	-0.87320303	-0.70288693	-0.48999963
8	-0.40579404	-0.403255	-0.24438085	-0.0067146288	0.26709193	0.51280527	0.76001336	0.98260916	1.1623894	1.3835314	1.3814838	1.3702219	1.3642839	1.4492597	1.3861933	1.2207463	0.9363741	0.6967217	0.43788317	0.1738642	-0.081329578	-0.26129412	-0.46251286	-0.44609102	-0.35804375	-0.19245343	0.0030115241	0.23351111	0.46544402	0.71893828	0.95173119	1.1677132	1.3251745	1.421617	1.2573986	1.2592414	1.3128888	1.347903	1.325584	1.2895461	1.279308	1.3798457	1.2389701	1.0184424	0.79893844	0.53573851	0.28775233	0.031698556	-0.16661258	-0.30347491	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638	-1.0934638
6	-0.59326289	-0.58910534	-0.41470715	-0.17615872	0.10670041	0.44750993	0.7735492	1.0151246	1.2120246	1.3889028	1.4135928	1.4305147	1.4462696	1.4177868	1.3384287	1.084563	0.79320638	0.48095266	0.19112781	-0.1109144	-0.40321919	-0.61959402	-0.68921471	-0.58064436	-0.41324836	-0.20708504	0.025774107	0.26760481	0.55093805	0.81924576	1.0872252	1.3442274	1.4006825	1.3322288	1.3278524	1.3205585	1.384417	1.3598729	1.3840523	1.319902	1.3850005	1.4762477	1.2500625	1.0186622	0.73602186	0.45848731	0.16140499	-0.091330157	-0.32200112	-0.5313373	-0.59442992	-0.7038026	-0.80668368	-0.94424745	-1.0751373	-1.242898	-1.3886565	-1.4488206	-1.3591598	-1.205553	-1.1045319	-0.97473614	-0.83761	-0.65668373	-0.50744964	-0.5527815	-0.66208124	-0.80537077	-0.94566977	-1.0806077	-1.1562095	-1.2554436	-1.3593895	-1.3755712	-1.3083976	-1.2240067	-1.1090906	-0.97962308	-0.84267929	-0.70157795
3	-0.63186167	-0.55049384	-0.4762397	-0.25431654	0.035146727	0.33084446	0.45513422	0.68309203	0.93203124	1.2284883	1.3148517	1.422716	1.4811042	1.4544079	1.4006156	1.2290478	0.95273288	0.76378047	0.49669736	0.18597295	-0.085626154	-0.31837971	-0.52407727	-0.63665742	-0.54078246	-0.38124396	-0.17123023	0.10580406	0.35790046	0.6503211	0.91980209	1.2165389	1.4620411	1.5414507	1.5547989	1.4816637	1.3771564	1.3423073	1.3503802	1.4387818	1.4784666	1.4618014	1.3487416	1.0002907	0.72121822	0.4056581	0.14385031	-0.14537316	-0.36881498	-0.55301161	-0.56020523	-0.6791797	-0.75123579	-0.91501054	-1.0733101	-1.1809107	-1.2735845	-1.3886904	-1.4028099	-1.2665348	-1.1221868	-1.0183988	-0.86145803	-0.70347815	-0.63098245	-0.59105786	-0.70807408	-0.82209295	-0.93143597	-1.0333056	-1.1226664	-1.2750912	-1.3654111	-1.4059351	-1.3625016	-1.218849	-1.1127551	-0.91501054	-0.75611147	-0.63925512
8	-0.41308003	-0.37820529	-0.23589037	0.01083214	0.26190661	0.52198038	0.75119661	0.96536805	1.2071872	1.3832347	1.3221892	1.3517274	1.3515304	1.4062745	1.382644	1.2318024	0.99825389	0.74207916	0.50482855	0.26078416	0.024754466	-0.2388245	-0.44799415	-0.48641347	-0.43054694	-0.24798133	-0.05480168	0.16718754	0.40103141	0.64314597	0.88344885	1.112862	1.3267184	1.3592104	1.2585837	1.2589775	1.3145093	1.3503489	1.3168723	1.3190384	1.3021032	1.3832347	1.2810327	1.0701301	0.8233879	0.58594037	0.33433421	0.087592007	-0.16582583	-0.34360625	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365	-1.0938365
